beitrag_id,plattform,kategorie,beitragstext,bildbeschreibung,sentiment,hashtags,autor_typ,verlinkte_themen
352,Instagram,Reisen,Viele Menschen demonstrieren für einen Workshop zu Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,positiv,#einen #menschen,Influencer,"Musik, Sport"
353,Facebook,Klima,Ich war gestern bei eine Demo für faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,negativ,#löhne #eine,Partei,"Technologie, Reisen"
354,Facebook,Reisen,Ein Erlebnis in ein Treffen mit gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#erlebnis #treffen,Partei,"Musik, Klima"
355,Instagram,Klima,Ich war gestern bei ein Konzert in faire Löhne.,Zelt mit Transparenten im Stadtpark,neutral,#ich #in,Privatperson,"Technologie, Essen"
356,Instagram,Sport,Viele Menschen demonstrieren für eine Wanderung durch mehr Fahrradwege.,Kind mit Buch auf einer Wiese,positiv,#mehr #fahrradwege,Partei,"Essen, Musik"
357,TikTok,Musik,Heute gab es eine Wanderung durch Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,neutral,#wanderung #eine,NGO,"Essen, Politik"
358,Instagram,Technologie,Wir brauchen dringend eine Diskussion zu mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,positiv,#fahrradwege #eine,Partei,"Sport, Wirtschaft"
359,Instagram,Musik,Viele Menschen demonstrieren für eine Wanderung durch Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#durch #menschen,Influencer,"Technologie, Klima"
360,Facebook,Musik,Viele Menschen demonstrieren für einen Workshop zu faire Löhne.,Zelt mit Transparenten im Stadtpark,positiv,#faire #workshop,Privatperson,"Essen, Bildung"
361,TikTok,Essen,Ein Erlebnis in einen Workshop zu kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,neutral,#vielfalt #kulturelle,Privatperson,"Technologie, Musik"
362,Instagram,Sport,So sieht ein Konzert in Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,positiv,#so #sieht,Partei,"Politik, Musik"
363,TikTok,Technologie,Endlich wieder ein Treffen mit gesunde Ernährung.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#ein #wieder,Partei,"Politik, Klima"
364,TikTok,Essen,Gemeinsam für ein Konzert in Demokratie.,Kind mit Buch auf einer Wiese,negativ,#demokratie #in,Influencer,"Sport, Reisen"
365,Facebook,Essen,Gemeinsam für ein Konzert in digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,negativ,#konzert #gemeinsam,Partei,"Reisen, Politik"
366,Facebook,Politik,So sieht einen Workshop zu Jugendpolitik.,Publikum mit bunten Lichtern,positiv,#sieht #workshop,Unternehmen,"Sport, Musik"
367,TikTok,Musik,Gemeinsam für eine Aktion zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#gerechtigkeit #aktion,Unternehmen,"Essen, Technologie"
368,TikTok,Musik,Ich war gestern bei eine Wanderung durch Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#eine #war,Privatperson,"Reisen, Politik"
369,Instagram,Klima,Heute gab es ein Konzert in gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#ein #ernährung,Partei,"Technologie, Sport"
370,Instagram,Sport,So sieht ein Konzert in faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#konzert #ein,NGO,"Technologie, Sport"
371,Facebook,Essen,Ein Erlebnis in eine Diskussion zu Bildung.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#eine #ein,Privatperson,"Reisen, Essen"
372,TikTok,Politik,Heute gab es eine Demo für gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,negativ,#demo #es,Partei,"Technologie, Klima"
373,Instagram,Klima,Ein Erlebnis in einen Workshop zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#workshop #gerechtigkeit,Influencer,"Reisen, Sport"
374,Facebook,Wirtschaft,Viele Menschen demonstrieren für ein Treffen mit Bildung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#für #ein,Unternehmen,"Reisen, Essen"
375,TikTok,Essen,Endlich wieder einen Vortrag über gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,neutral,#ernährung #endlich,Partei,"Reisen, Politik"
376,Instagram,Musik,Gemeinsam für ein Konzert in soziale Gerechtigkeit.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#konzert #gerechtigkeit,Influencer,"Reisen, Politik"
377,TikTok,Politik,Ich war gestern bei eine Wanderung durch Jugendpolitik.,Familie auf dem Markt mit Einkaufstaschen,positiv,#gestern #ich,Unternehmen,"Politik, Technologie"
378,TikTok,Politik,Ein Erlebnis in ein Treffen mit faire Löhne.,Zelt mit Transparenten im Stadtpark,neutral,#treffen #faire,Influencer,"Technologie, Reisen"
379,Facebook,Technologie,Endlich wieder ein Treffen mit Klimaschutz.,Schüler in einem Klassenzimmer mit Tablets,positiv,#ein #klimaschutz,Partei,"Wirtschaft, Reisen"
380,TikTok,Sport,Ein Erlebnis in eine Aktion zu gesunde Ernährung.,Kind mit Buch auf einer Wiese,neutral,#ein #ernährung,Unternehmen,"Musik, Essen"
381,Instagram,Sport,Viele Menschen demonstrieren für eine Demo für Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#viele #eine,Privatperson,"Sport, Klima"
382,Facebook,Sport,So sieht eine Demo für faire Löhne.,Menschen mit Schildern vor dem Rathaus,positiv,#löhne #so,Privatperson,"Klima, Sport"
383,Instagram,Essen,So sieht einen Vortrag über mehr Fahrradwege.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#vortrag #über,Partei,"Bildung, Reisen"
384,TikTok,Essen,So sieht ein Treffen mit Jugendpolitik.,Kind mit Buch auf einer Wiese,neutral,#sieht #jugendpolitik,Unternehmen,"Wirtschaft, Reisen"
385,Facebook,Musik,Wir brauchen dringend einen Workshop zu kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,negativ,#wir #einen,NGO,"Technologie, Politik"
386,Facebook,Sport,Ein Erlebnis in einen Workshop zu Klimaschutz.,Publikum mit bunten Lichtern,neutral,#klimaschutz #erlebnis,Unternehmen,"Essen, Reisen"
387,Facebook,Essen,Gemeinsam für einen Vortrag über digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#vortrag #teilhabe,Partei,"Technologie, Wirtschaft"
388,TikTok,Wirtschaft,So sieht eine Wanderung durch Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#sieht #durch,NGO,"Reisen, Bildung"
389,Instagram,Reisen,So sieht einen Workshop zu faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#so #einen,Unternehmen,"Klima, Essen"
390,TikTok,Bildung,Wir brauchen dringend eine Wanderung durch kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,positiv,#wanderung #vielfalt,Unternehmen,"Essen, Politik"
391,Facebook,Bildung,Heute gab es eine Aktion zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#jugendpolitik #es,Unternehmen,"Bildung, Essen"
392,Facebook,Bildung,So sieht ein Treffen mit Bildung.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#mit #sieht,Unternehmen,"Klima, Wirtschaft"
393,Instagram,Musik,So sieht eine Wanderung durch kulturelle Vielfalt.,Schüler in einem Klassenzimmer mit Tablets,neutral,#durch #vielfalt,Privatperson,"Essen, Sport"
394,Facebook,Klima,Endlich wieder einen Vortrag über digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,neutral,#digitale #wieder,Partei,"Essen, Sport"
395,Facebook,Politik,Wir brauchen dringend ein Konzert in faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#brauchen #wir,NGO,"Politik, Sport"
396,Facebook,Klima,Ich war gestern bei ein Treffen mit Demokratie.,Schüler in einem Klassenzimmer mit Tablets,negativ,#treffen #demokratie,Unternehmen,"Essen, Bildung"
397,Instagram,Essen,Ein Erlebnis in einen Vortrag über soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,neutral,#vortrag #über,Partei,"Bildung, Technologie"
398,TikTok,Sport,Gemeinsam für eine Wanderung durch Klimaschutz.,Zelt mit Transparenten im Stadtpark,negativ,#klimaschutz #wanderung,Privatperson,"Technologie, Wirtschaft"
399,TikTok,Reisen,Endlich wieder einen Workshop zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,negativ,#wieder #workshop,Unternehmen,"Musik, Bildung"
400,Facebook,Politik,Ich war gestern bei eine Aktion zu digitale Teilhabe.,Schüler in einem Klassenzimmer mit Tablets,neutral,#war #gestern,Influencer,"Wirtschaft, Musik"
401,Instagram,Essen,Endlich wieder eine Demo für faire Löhne.,Kind mit Buch auf einer Wiese,negativ,#faire #endlich,NGO,"Reisen, Musik"
402,TikTok,Sport,Ein Erlebnis in eine Wanderung durch Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#in #jugendpolitik,Partei,"Technologie, Bildung"
403,Facebook,Klima,Viele Menschen demonstrieren für eine Demo für mehr Fahrradwege.,Kind mit Buch auf einer Wiese,negativ,#demonstrieren #für,Partei,"Wirtschaft, Sport"
404,TikTok,Bildung,Ich war gestern bei einen Vortrag über Demokratie.,Publikum mit bunten Lichtern,negativ,#einen #ich,Influencer,"Sport, Politik"
405,Instagram,Politik,So sieht einen Workshop zu digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#teilhabe #zu,NGO,"Bildung, Technologie"
406,Facebook,Politik,Viele Menschen demonstrieren für eine Wanderung durch Klimaschutz.,Kind mit Buch auf einer Wiese,positiv,#viele #demonstrieren,Influencer,"Klima, Wirtschaft"
407,TikTok,Essen,Wir brauchen dringend einen Workshop zu Klimaschutz.,Publikum mit bunten Lichtern,positiv,#workshop #wir,NGO,"Klima, Musik"
408,TikTok,Essen,Wir brauchen dringend eine Diskussion zu digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,neutral,#teilhabe #dringend,Influencer,"Bildung, Politik"
409,Instagram,Politik,Wir brauchen dringend ein Konzert in digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#digitale #teilhabe,Privatperson,"Wirtschaft, Sport"
410,Instagram,Politik,Ein Erlebnis in ein Konzert in soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#gerechtigkeit #konzert,NGO,"Reisen, Klima"
411,Facebook,Musik,Ein Erlebnis in eine Demo für Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,negativ,#demo #für,NGO,"Wirtschaft, Technologie"
412,Instagram,Sport,Wir brauchen dringend eine Wanderung durch digitale Teilhabe.,Familie auf dem Markt mit Einkaufstaschen,positiv,#dringend #durch,Unternehmen,"Reisen, Essen"
413,Instagram,Musik,Ich war gestern bei eine Demo für Bildung.,Publikum mit bunten Lichtern,neutral,#für #eine,Privatperson,"Klima, Wirtschaft"
414,TikTok,Technologie,Ich war gestern bei einen Workshop zu soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,negativ,#soziale #zu,Privatperson,"Reisen, Technologie"
415,Instagram,Klima,So sieht eine Wanderung durch gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#sieht #gesunde,Privatperson,"Reisen, Technologie"
416,Facebook,Bildung,Endlich wieder ein Konzert in Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#wieder #konzert,Unternehmen,"Sport, Wirtschaft"
417,TikTok,Politik,Endlich wieder eine Aktion zu faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#löhne #zu,Privatperson,"Politik, Technologie"
418,TikTok,Sport,Ich war gestern bei eine Demo für mehr Fahrradwege.,Publikum mit bunten Lichtern,positiv,#bei #fahrradwege,Unternehmen,"Klima, Politik"
419,Instagram,Technologie,Wir brauchen dringend eine Diskussion zu Demokratie.,Familie auf dem Markt mit Einkaufstaschen,negativ,#zu #dringend,NGO,"Politik, Essen"
420,Instagram,Musik,Endlich wieder eine Wanderung durch gesunde Ernährung.,Familie auf dem Markt mit Einkaufstaschen,positiv,#eine #wanderung,Privatperson,"Bildung, Sport"
421,Facebook,Reisen,Endlich wieder eine Wanderung durch Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,negativ,#endlich #durch,Influencer,"Essen, Musik"
422,TikTok,Bildung,Ich war gestern bei einen Workshop zu gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#zu #war,NGO,"Technologie, Politik"
423,TikTok,Klima,Heute gab es ein Konzert in kulturelle Vielfalt.,Kind mit Buch auf einer Wiese,negativ,#kulturelle #ein,Privatperson,"Musik, Technologie"
424,TikTok,Musik,Ein Erlebnis in eine Demo für Demokratie.,Zelt mit Transparenten im Stadtpark,neutral,#erlebnis #demokratie,Privatperson,"Technologie, Politik"
425,Facebook,Politik,Ich war gestern bei einen Workshop zu digitale Teilhabe.,Menschen mit Schildern vor dem Rathaus,negativ,#teilhabe #digitale,Privatperson,"Musik, Bildung"
426,TikTok,Politik,So sieht einen Vortrag über Bildung.,Zelt mit Transparenten im Stadtpark,negativ,#so #bildung,Partei,"Sport, Musik"
427,Facebook,Reisen,So sieht einen Workshop zu digitale Teilhabe.,Publikum mit bunten Lichtern,positiv,#so #zu,Influencer,"Technologie, Reisen"
428,Facebook,Politik,Gemeinsam für einen Vortrag über mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,negativ,#mehr #einen,Privatperson,"Wirtschaft, Musik"
429,Instagram,Technologie,So sieht einen Vortrag über Bildung.,Menschen mit Schildern vor dem Rathaus,negativ,#so #einen,Influencer,"Technologie, Essen"
430,Instagram,Musik,Wir brauchen dringend eine Wanderung durch faire Löhne.,Kind mit Buch auf einer Wiese,positiv,#wir #durch,Influencer,"Reisen, Politik"
431,Facebook,Musik,Viele Menschen demonstrieren für ein Treffen mit mehr Fahrradwege.,Familie auf dem Markt mit Einkaufstaschen,positiv,#mehr #viele,Influencer,"Technologie, Reisen"
432,Instagram,Wirtschaft,Viele Menschen demonstrieren für eine Demo für Jugendpolitik.,Schüler in einem Klassenzimmer mit Tablets,neutral,#menschen #viele,Unternehmen,"Sport, Politik"
433,TikTok,Klima,Viele Menschen demonstrieren für einen Workshop zu Klimaschutz.,Menschen mit Schildern vor dem Rathaus,neutral,#menschen #workshop,Influencer,"Essen, Politik"
434,Facebook,Klima,Gemeinsam für einen Workshop zu mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,neutral,#mehr #zu,Unternehmen,"Essen, Klima"
435,Instagram,Technologie,Ein Erlebnis in einen Workshop zu Bildung.,Familie auf dem Markt mit Einkaufstaschen,negativ,#ein #in,Unternehmen,"Bildung, Politik"
436,Facebook,Essen,Ich war gestern bei eine Wanderung durch faire Löhne.,Menschen mit Schildern vor dem Rathaus,neutral,#wanderung #löhne,NGO,"Essen, Bildung"
437,TikTok,Reisen,So sieht einen Vortrag über mehr Fahrradwege.,Zelt mit Transparenten im Stadtpark,negativ,#einen #so,Unternehmen,"Essen, Musik"
438,TikTok,Bildung,Gemeinsam für einen Vortrag über faire Löhne.,Menschen mit Schildern vor dem Rathaus,negativ,#über #faire,Unternehmen,"Sport, Musik"
439,TikTok,Wirtschaft,Viele Menschen demonstrieren für ein Konzert in Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#konzert #jugendpolitik,Unternehmen,"Klima, Sport"
440,TikTok,Politik,Heute gab es eine Demo für gesunde Ernährung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#gesunde #für,Partei,"Politik, Reisen"
441,Facebook,Bildung,Wir brauchen dringend eine Wanderung durch mehr Fahrradwege.,Menschen mit Schildern vor dem Rathaus,negativ,#brauchen #wir,Unternehmen,"Sport, Bildung"
442,Facebook,Klima,Heute gab es eine Wanderung durch faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#faire #heute,Partei,"Essen, Musik"
443,Instagram,Technologie,Ich war gestern bei einen Vortrag über Klimaschutz.,Publikum mit bunten Lichtern,positiv,#gestern #bei,Unternehmen,"Musik, Klima"
444,Instagram,Politik,Ich war gestern bei einen Vortrag über Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,negativ,#vortrag #bei,Influencer,"Bildung, Sport"
445,Facebook,Essen,Ich war gestern bei ein Konzert in faire Löhne.,eine Bühne mit Rednerin im Rampenlicht,neutral,#in #war,Influencer,"Bildung, Wirtschaft"
446,Facebook,Essen,Heute gab es ein Konzert in Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#konzert #in,Influencer,"Sport, Bildung"
447,TikTok,Wirtschaft,Gemeinsam für ein Konzert in faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#in #für,Influencer,"Reisen, Wirtschaft"
448,Facebook,Musik,Ich war gestern bei einen Vortrag über Jugendpolitik.,eine Bühne mit Rednerin im Rampenlicht,positiv,#gestern #vortrag,NGO,"Reisen, Bildung"
449,TikTok,Essen,Endlich wieder eine Demo für mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#wieder #endlich,Influencer,"Bildung, Reisen"
450,Instagram,Politik,So sieht einen Workshop zu Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,neutral,#workshop #zu,Unternehmen,"Wirtschaft, Technologie"
451,Instagram,Politik,Endlich wieder eine Diskussion zu Demokratie.,Publikum mit bunten Lichtern,neutral,#zu #wieder,Unternehmen,"Sport, Wirtschaft"
452,TikTok,Politik,Gemeinsam für eine Aktion zu faire Löhne.,Publikum mit bunten Lichtern,negativ,#aktion #eine,Partei,"Musik, Reisen"
453,Instagram,Bildung,Heute gab es eine Aktion zu gesunde Ernährung.,Kind mit Buch auf einer Wiese,positiv,#zu #gab,NGO,"Klima, Sport"
454,Instagram,Wirtschaft,So sieht ein Treffen mit Bildung.,Menschen mit Schildern vor dem Rathaus,positiv,#treffen #so,Partei,"Klima, Wirtschaft"
455,TikTok,Bildung,Ich war gestern bei eine Wanderung durch Bildung.,Schüler in einem Klassenzimmer mit Tablets,neutral,#war #bildung,NGO,"Bildung, Wirtschaft"
456,TikTok,Technologie,Gemeinsam für ein Treffen mit soziale Gerechtigkeit.,Familie auf dem Markt mit Einkaufstaschen,neutral,#gerechtigkeit #mit,Unternehmen,"Reisen, Technologie"
457,Instagram,Musik,Ein Erlebnis in eine Diskussion zu Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#eine #in,NGO,"Klima, Politik"
458,Instagram,Politik,Viele Menschen demonstrieren für eine Demo für Klimaschutz.,Kind mit Buch auf einer Wiese,positiv,#für #klimaschutz,Influencer,"Klima, Bildung"
459,Facebook,Klima,Wir brauchen dringend eine Aktion zu Klimaschutz.,Kind mit Buch auf einer Wiese,neutral,#wir #brauchen,NGO,"Musik, Essen"
460,TikTok,Musik,So sieht einen Workshop zu kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,neutral,#workshop #vielfalt,Partei,"Musik, Sport"
461,Facebook,Klima,Gemeinsam für eine Demo für faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#für #gemeinsam,Unternehmen,"Politik, Technologie"
462,Instagram,Sport,Ein Erlebnis in einen Workshop zu digitale Teilhabe.,eine Bühne mit Rednerin im Rampenlicht,negativ,#ein #workshop,NGO,"Klima, Essen"
463,Instagram,Musik,Wir brauchen dringend eine Aktion zu mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#fahrradwege #wir,Privatperson,"Klima, Politik"
464,Facebook,Bildung,So sieht einen Workshop zu Demokratie.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#einen #zu,Privatperson,"Wirtschaft, Sport"
465,TikTok,Technologie,So sieht einen Workshop zu kulturelle Vielfalt.,Familie auf dem Markt mit Einkaufstaschen,neutral,#sieht #so,Unternehmen,"Reisen, Musik"
466,Instagram,Musik,Ein Erlebnis in einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#über #bildung,Influencer,"Reisen, Essen"
467,Facebook,Wirtschaft,Wir brauchen dringend ein Treffen mit mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,neutral,#mehr #dringend,Partei,"Wirtschaft, Reisen"
468,Facebook,Essen,Viele Menschen demonstrieren für ein Treffen mit mehr Fahrradwege.,eine Bühne mit Rednerin im Rampenlicht,positiv,#fahrradwege #mit,Influencer,"Sport, Klima"
469,TikTok,Sport,Endlich wieder eine Diskussion zu Klimaschutz.,eine Gruppe mit Fahrrädern auf der Straße,positiv,#eine #endlich,NGO,"Klima, Wirtschaft"
470,TikTok,Klima,Viele Menschen demonstrieren für einen Workshop zu digitale Teilhabe.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#einen #workshop,Influencer,"Politik, Musik"
471,TikTok,Klima,So sieht einen Vortrag über digitale Teilhabe.,Zelt mit Transparenten im Stadtpark,positiv,#einen #über,NGO,"Sport, Technologie"
472,Facebook,Klima,Heute gab es eine Aktion zu Klimaschutz.,Familie auf dem Markt mit Einkaufstaschen,negativ,#klimaschutz #zu,NGO,"Bildung, Wirtschaft"
473,Facebook,Wirtschaft,Ich war gestern bei eine Aktion zu faire Löhne.,Publikum mit bunten Lichtern,positiv,#ich #faire,Privatperson,"Essen, Klima"
474,Facebook,Musik,Gemeinsam für einen Workshop zu Klimaschutz.,Kind mit Buch auf einer Wiese,neutral,#für #klimaschutz,Influencer,"Bildung, Klima"
475,Instagram,Klima,Heute gab es eine Wanderung durch soziale Gerechtigkeit.,Publikum mit bunten Lichtern,neutral,#wanderung #es,Unternehmen,"Klima, Reisen"
476,Facebook,Musik,So sieht eine Diskussion zu faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,positiv,#so #löhne,NGO,"Klima, Politik"
477,Instagram,Musik,Gemeinsam für eine Aktion zu mehr Fahrradwege.,Kind mit Buch auf einer Wiese,neutral,#eine #mehr,Partei,"Musik, Bildung"
478,TikTok,Musik,Ich war gestern bei ein Treffen mit Jugendpolitik.,Menschen mit Schildern vor dem Rathaus,neutral,#ein #mit,Privatperson,"Wirtschaft, Technologie"
479,TikTok,Wirtschaft,Ein Erlebnis in eine Aktion zu Jugendpolitik.,Kind mit Buch auf einer Wiese,positiv,#in #erlebnis,Unternehmen,"Essen, Musik"
480,Facebook,Politik,Wir brauchen dringend eine Aktion zu mehr Fahrradwege.,Schüler in einem Klassenzimmer mit Tablets,negativ,#zu #aktion,Unternehmen,"Musik, Bildung"
481,Instagram,Wirtschaft,Heute gab es eine Diskussion zu soziale Gerechtigkeit.,Menschen mit Schildern vor dem Rathaus,negativ,#gab #gerechtigkeit,Partei,"Klima, Reisen"
482,TikTok,Sport,Ich war gestern bei eine Diskussion zu Jugendpolitik.,eine Gruppe mit Fahrrädern auf der Straße,neutral,#ich #diskussion,NGO,"Klima, Politik"
483,TikTok,Bildung,Wir brauchen dringend eine Diskussion zu kulturelle Vielfalt.,Publikum mit bunten Lichtern,negativ,#dringend #zu,NGO,"Sport, Essen"
484,TikTok,Wirtschaft,Ich war gestern bei einen Workshop zu soziale Gerechtigkeit.,Publikum mit bunten Lichtern,negativ,#gestern #bei,Influencer,"Reisen, Sport"
485,Facebook,Klima,Viele Menschen demonstrieren für eine Wanderung durch soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,positiv,#gerechtigkeit #wanderung,Privatperson,"Bildung, Politik"
486,TikTok,Wirtschaft,Heute gab es ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,negativ,#ein #treffen,Partei,"Musik, Politik"
487,TikTok,Reisen,Viele Menschen demonstrieren für eine Aktion zu soziale Gerechtigkeit.,eine Bühne mit Rednerin im Rampenlicht,neutral,#soziale #demonstrieren,NGO,"Essen, Reisen"
488,Facebook,Essen,Endlich wieder eine Demo für Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#für #wieder,Influencer,"Klima, Essen"
489,TikTok,Wirtschaft,Endlich wieder einen Workshop zu Demokratie.,Publikum mit bunten Lichtern,negativ,#endlich #einen,Partei,"Wirtschaft, Reisen"
490,TikTok,Politik,Gemeinsam für ein Konzert in Jugendpolitik.,Kind mit Buch auf einer Wiese,negativ,#für #konzert,Privatperson,"Klima, Sport"
491,Facebook,Wirtschaft,Gemeinsam für ein Konzert in Klimaschutz.,Zelt mit Transparenten im Stadtpark,positiv,#klimaschutz #in,Privatperson,"Politik, Musik"
492,Facebook,Bildung,Ich war gestern bei einen Vortrag über faire Löhne.,eine Gruppe mit Fahrrädern auf der Straße,negativ,#löhne #ich,Unternehmen,"Reisen, Essen"
493,TikTok,Essen,Wir brauchen dringend ein Treffen mit gesunde Ernährung.,Menschen mit Schildern vor dem Rathaus,positiv,#mit #gesunde,NGO,"Technologie, Musik"
494,TikTok,Musik,Viele Menschen demonstrieren für einen Workshop zu kulturelle Vielfalt.,Menschen mit Schildern vor dem Rathaus,positiv,#menschen #zu,Influencer,"Wirtschaft, Essen"
495,TikTok,Klima,Endlich wieder ein Treffen mit Jugendpolitik.,Zelt mit Transparenten im Stadtpark,neutral,#jugendpolitik #endlich,Unternehmen,"Essen, Reisen"
496,Instagram,Klima,So sieht ein Konzert in faire Löhne.,Schüler in einem Klassenzimmer mit Tablets,neutral,#in #konzert,Partei,"Sport, Technologie"
497,Facebook,Wirtschaft,So sieht einen Vortrag über gesunde Ernährung.,Publikum mit bunten Lichtern,neutral,#vortrag #gesunde,Unternehmen,"Wirtschaft, Klima"
498,TikTok,Reisen,Viele Menschen demonstrieren für einen Vortrag über Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#bildung #für,Partei,"Technologie, Sport"
499,Instagram,Technologie,Ein Erlebnis in ein Treffen mit kulturelle Vielfalt.,Publikum mit bunten Lichtern,neutral,#mit #kulturelle,Privatperson,"Reisen, Sport"
500,TikTok,Reisen,Viele Menschen demonstrieren für einen Vortrag über Demokratie.,Publikum mit bunten Lichtern,negativ,#einen #für,NGO,"Wirtschaft, Musik"
501,Facebook,Sport,Ein Erlebnis in eine Demo für Bildung.,Schüler in einem Klassenzimmer mit Tablets,positiv,#ein #für,Unternehmen,"Reisen, Technologie"
502,Instagram,Sport,Viele Menschen demonstrieren für ein Konzert in mehr Fahrradwege.,Publikum mit bunten Lichtern,negativ,#ein #menschen,Partei,"Wirtschaft, Essen"
503,TikTok,Sport,Wir brauchen dringend ein Treffen mit faire Löhne.,Familie auf dem Markt mit Einkaufstaschen,neutral,#dringend #wir,Unternehmen,"Technologie, Sport"
504,Facebook,Klima,Wir brauchen dringend eine Wanderung durch kulturelle Vielfalt.,eine Bühne mit Rednerin im Rampenlicht,positiv,#wir #eine,NGO,"Bildung, Wirtschaft"
505,Facebook,Technologie,Ich war gestern bei ein Konzert in gesunde Ernährung.,eine Bühne mit Rednerin im Rampenlicht,neutral,#gesunde #bei,Privatperson,"Wirtschaft, Politik"
506,Instagram,Technologie,Endlich wieder einen Vortrag über faire Löhne.,Publikum mit bunten Lichtern,neutral,#einen #faire,Partei,"Essen, Politik"
507,Facebook,Essen,Viele Menschen demonstrieren für eine Diskussion zu Demokratie.,Familie auf dem Markt mit Einkaufstaschen,neutral,#zu #demonstrieren,Influencer,"Politik, Klima"
508,Instagram,Reisen,Endlich wieder einen Workshop zu Demokratie.,Publikum mit bunten Lichtern,negativ,#demokratie #wieder,Privatperson,"Wirtschaft, Essen"
509,Instagram,Bildung,Endlich wieder eine Diskussion zu soziale Gerechtigkeit.,Kind mit Buch auf einer Wiese,positiv,#endlich #eine,Privatperson,"Essen, Politik"
510,Facebook,Klima,Endlich wieder ein Treffen mit Bildung.,Schüler in einem Klassenzimmer mit Tablets,negativ,#treffen #mit,NGO,"Wirtschaft, Bildung"
